bank,hospital,house,school,supermarket
28.0,3.0,75.0,34.0,6.0
5.0,1.0,2.0,5.0,0.0
5.0,1.0,2.0,3.0,0.0
16.0,2.0,38.0,14.0,6.0
23.0,2.0,53.0,23.0,8.0
7.0,1.0,15.0,10.0,2.0
9.0,3.0,26.0,14.0,5.0
18.0,6.0,43.0,24.0,14.0
10.0,9.0,24.0,25.0,8.0
11.0,4.0,26.0,26.0,7.0
7.0,4.0,22.0,11.0,8.0
12.0,8.0,28.0,24.0,4.0
8.0,4.0,12.0,8.0,0.0
8.0,3.0,16.0,10.0,0.0
11.0,5.0,117.0,35.0,29.0
8.0,12.0,157.0,39.0,24.0
8.0,15.0,124.0,28.0,31.0
11.0,12.0,118.0,28.0,12.0
22.0,9.0,145.0,43.0,18.0
5.0,5.0,81.0,24.0,8.0
11.0,5.0,52.0,26.0,15.0
11.0,4.0,53.0,32.0,15.0
8.0,3.0,76.0,17.0,6.0
11.0,7.0,74.0,19.0,9.0
16.0,6.0,86.0,47.0,9.0
30.0,8.0,188.0,52.0,18.0
14.0,8.0,137.0,36.0,12.0
12.0,2.0,42.0,29.0,8.0
10.0,1.0,42.0,22.0,7.0
9.0,2.0,53.0,9.0,4.0
5.0,2.0,6.0,17.0,1.0
9.0,3.0,18.0,40.0,3.0
5.0,2.0,0.0,6.0,2.0
8.0,2.0,21.0,6.0,2.0
5.0,5.0,8.0,6.0,0.0
5.0,4.0,8.0,7.0,0.0
5.0,0.0,2.0,5.0,1.0
9.0,1.0,30.0,7.0,2.0
10.0,1.0,32.0,7.0,3.0
7.0,1.0,4.0,2.0,1.0
5.0,2.0,8.0,6.0,2.0
9.0,3.0,25.0,15.0,7.0
9.0,4.0,30.0,19.0,9.0
10.0,5.0,23.0,18.0,4.0
17.0,6.0,110.0,38.0,26.0
37.0,16.0,147.0,57.0,32.0
29.0,16.0,200.0,41.0,28.0
6.0,6.0,52.0,14.0,11.0
7.0,4.0,62.0,19.0,14.0
8.0,12.0,104.0,25.0,7.0
9.0,11.0,112.0,35.0,18.0
6.0,6.0,45.0,19.0,7.0
8.0,6.0,40.0,20.0,12.0
19.0,8.0,60.0,41.0,3.0
58.0,12.0,190.0,74.0,18.0
48.0,15.0,237.0,68.0,25.0
22.0,11.0,165.0,53.0,21.0
6.0,7.0,69.0,38.0,11.0
11.0,2.0,59.0,13.0,3.0
17.0,3.0,94.0,17.0,4.0
6.0,1.0,3.0,8.0,2.0
6.0,1.0,3.0,8.0,2.0
5.0,2.0,5.0,23.0,1.0
16.0,6.0,22.0,26.0,1.0
9.0,0.0,12.0,15.0,1.0
11.0,4.0,39.0,26.0,3.0
5.0,1.0,25.0,10.0,5.0
22.0,6.0,87.0,37.0,8.0
28.0,4.0,143.0,42.0,9.0
7.0,5.0,33.0,25.0,6.0
6.0,1.0,11.0,14.0,4.0
5.0,0.0,23.0,19.0,2.0
13.0,10.0,87.0,23.0,21.0
27.0,11.0,118.0,43.0,24.0
24.0,4.0,167.0,28.0,16.0
10.0,2.0,47.0,12.0,6.0
6.0,3.0,23.0,9.0,0.0
23.0,8.0,74.0,20.0,7.0
20.0,9.0,79.0,22.0,11.0
10.0,3.0,50.0,35.0,8.0
6.0,6.0,73.0,31.0,8.0
9.0,8.0,58.0,25.0,13.0
6.0,5.0,19.0,24.0,10.0
9.0,4.0,40.0,41.0,18.0
6.0,4.0,75.0,14.0,9.0
7.0,2.0,27.0,20.0,8.0
9.0,11.0,39.0,35.0,3.0
40.0,23.0,86.0,81.0,10.0
22.0,9.0,38.0,40.0,8.0
5.0,5.0,5.0,6.0,1.0
54.0,10.0,108.0,74.0,15.0
49.0,12.0,81.0,60.0,18.0
10.0,1.0,10.0,12.0,7.0
6.0,1.0,3.0,10.0,0.0
6.0,3.0,22.0,25.0,2.0
40.0,13.0,210.0,75.0,10.0
61.0,17.0,322.0,105.0,14.0
24.0,12.0,114.0,42.0,5.0
6.0,5.0,22.0,13.0,4.0
5.0,1.0,22.0,16.0,1.0
6.0,4.0,168.0,16.0,17.0
6.0,9.0,128.0,27.0,16.0
23.0,15.0,262.0,64.0,17.0
18.0,5.0,169.0,52.0,16.0
12.0,8.0,116.0,38.0,13.0
6.0,8.0,81.0,31.0,12.0
10.0,5.0,35.0,24.0,4.0
10.0,5.0,22.0,14.0,4.0
6.0,3.0,21.0,7.0,3.0
6.0,3.0,16.0,9.0,6.0
5.0,4.0,17.0,10.0,3.0
6.0,4.0,27.0,12.0,3.0
6.0,2.0,22.0,10.0,3.0
8.0,4.0,42.0,25.0,13.0
9.0,6.0,45.0,27.0,12.0
5.0,3.0,15.0,11.0,5.0
10.0,9.0,109.0,29.0,4.0
21.0,6.0,165.0,40.0,9.0
6.0,1.0,46.0,14.0,1.0
7.0,1.0,16.0,5.0,0.0
5.0,0.0,14.0,3.0,3.0
9.0,1.0,31.0,15.0,9.0
30.0,21.0,177.0,84.0,9.0
30.0,17.0,141.0,56.0,9.0
5.0,2.0,0.0,16.0,2.0
8.0,5.0,34.0,31.0,2.0
6.0,5.0,25.0,14.0,2.0
29.0,6.0,60.0,39.0,4.0
18.0,7.0,45.0,24.0,6.0
8.0,0.0,8.0,8.0,4.0
19.0,3.0,36.0,16.0,12.0
14.0,4.0,21.0,15.0,6.0
15.0,6.0,35.0,22.0,3.0
43.0,15.0,130.0,42.0,11.0
25.0,3.0,72.0,19.0,5.0
6.0,3.0,25.0,10.0,2.0
10.0,3.0,22.0,17.0,5.0
10.0,2.0,18.0,9.0,3.0
25.0,3.0,95.0,23.0,11.0
10.0,5.0,57.0,24.0,6.0
8.0,6.0,39.0,20.0,5.0
12.0,6.0,57.0,18.0,7.0
10.0,5.0,68.0,13.0,8.0
12.0,6.0,144.0,16.0,14.0
21.0,6.0,268.0,27.0,19.0
24.0,10.0,442.0,39.0,25.0
16.0,6.0,327.0,24.0,14.0
13.0,11.0,173.0,37.0,17.0
17.0,10.0,186.0,43.0,16.0
10.0,3.0,57.0,18.0,8.0
9.0,5.0,22.0,15.0,9.0
5.0,6.0,30.0,13.0,11.0
6.0,6.0,26.0,13.0,3.0
12.0,8.0,91.0,32.0,8.0
44.0,16.0,245.0,70.0,34.0
43.0,13.0,232.0,75.0,31.0
6.0,1.0,7.0,6.0,0.0
7.0,2.0,9.0,4.0,7.0
34.0,17.0,188.0,119.0,8.0
28.0,10.0,159.0,70.0,9.0
5.0,4.0,21.0,7.0,2.0
7.0,2.0,8.0,5.0,2.0
6.0,1.0,8.0,5.0,2.0
5.0,1.0,5.0,10.0,2.0
8.0,3.0,17.0,18.0,3.0
11.0,11.0,39.0,29.0,2.0
17.0,12.0,50.0,27.0,3.0
15.0,8.0,33.0,16.0,3.0
15.0,4.0,37.0,25.0,8.0
13.0,4.0,40.0,20.0,6.0
8.0,0.0,45.0,6.0,3.0
29.0,3.0,138.0,21.0,21.0
12.0,3.0,97.0,17.0,16.0
12.0,10.0,56.0,22.0,6.0
53.0,18.0,153.0,31.0,34.0
24.0,6.0,66.0,27.0,12.0
13.0,6.0,82.0,23.0,14.0
11.0,6.0,77.0,20.0,10.0
11.0,6.0,78.0,19.0,3.0
10.0,5.0,164.0,26.0,11.0
51.0,9.0,509.0,45.0,25.0
41.0,9.0,448.0,27.0,28.0
5.0,2.0,121.0,7.0,14.0
6.0,5.0,64.0,20.0,12.0
6.0,3.0,10.0,7.0,3.0
26.0,7.0,56.0,15.0,10.0
29.0,13.0,182.0,22.0,28.0
6.0,3.0,42.0,7.0,13.0
6.0,7.0,38.0,28.0,2.0
16.0,7.0,111.0,35.0,20.0
16.0,6.0,70.0,31.0,14.0
11.0,3.0,20.0,7.0,12.0
12.0,3.0,24.0,11.0,13.0
7.0,6.0,22.0,19.0,2.0
8.0,7.0,27.0,24.0,2.0
5.0,4.0,21.0,7.0,2.0
12.0,6.0,36.0,10.0,5.0
16.0,5.0,41.0,20.0,9.0
24.0,4.0,72.0,31.0,4.0
63.0,15.0,281.0,64.0,15.0
41.0,2.0,177.0,38.0,8.0
6.0,4.0,6.0,9.0,4.0
9.0,2.0,14.0,19.0,3.0
8.0,1.0,13.0,14.0,4.0
5.0,3.0,15.0,9.0,5.0
24.0,11.0,76.0,30.0,29.0
65.0,23.0,231.0,40.0,46.0
40.0,15.0,143.0,29.0,21.0
17.0,9.0,121.0,29.0,19.0
31.0,1.0,96.0,22.0,8.0
27.0,1.0,72.0,10.0,6.0
5.0,1.0,4.0,9.0,4.0
20.0,2.0,54.0,9.0,6.0
21.0,8.0,109.0,22.0,20.0
7.0,4.0,63.0,11.0,10.0
22.0,7.0,55.0,15.0,17.0
20.0,8.0,51.0,27.0,13.0
5.0,5.0,4.0,12.0,4.0
6.0,7.0,11.0,14.0,4.0
6.0,1.0,2.0,7.0,1.0
6.0,1.0,3.0,11.0,1.0
6.0,6.0,30.0,22.0,2.0
12.0,8.0,41.0,33.0,1.0
30.0,11.0,46.0,49.0,2.0
16.0,4.0,44.0,8.0,8.0
18.0,5.0,45.0,14.0,11.0
9.0,1.0,23.0,16.0,4.0
9.0,1.0,19.0,13.0,4.0
13.0,3.0,39.0,16.0,2.0
21.0,5.0,50.0,18.0,7.0
38.0,9.0,149.0,47.0,10.0
85.0,11.0,379.0,72.0,16.0
44.0,2.0,162.0,30.0,8.0
6.0,5.0,6.0,10.0,4.0
5.0,1.0,2.0,8.0,4.0
6.0,4.0,41.0,9.0,5.0
21.0,7.0,111.0,15.0,16.0
17.0,5.0,77.0,19.0,10.0
12.0,10.0,64.0,24.0,8.0
5.0,1.0,7.0,9.0,2.0
5.0,3.0,27.0,7.0,8.0
20.0,10.0,67.0,25.0,18.0
11.0,7.0,47.0,13.0,13.0
6.0,1.0,3.0,8.0,1.0
25.0,7.0,26.0,32.0,1.0
27.0,9.0,30.0,59.0,1.0
5.0,4.0,11.0,3.0,3.0
12.0,3.0,28.0,14.0,7.0
15.0,4.0,54.0,15.0,11.0
14.0,11.0,48.0,19.0,7.0
9.0,7.0,12.0,9.0,1.0
15.0,1.0,40.0,16.0,4.0
25.0,4.0,59.0,26.0,9.0
8.0,2.0,12.0,19.0,6.0
11.0,5.0,70.0,28.0,3.0
21.0,3.0,115.0,29.0,7.0
12.0,6.0,45.0,18.0,7.0
18.0,8.0,98.0,24.0,7.0
6.0,2.0,13.0,14.0,3.0
5.0,1.0,6.0,11.0,3.0
5.0,5.0,29.0,7.0,6.0
8.0,5.0,30.0,10.0,5.0
5.0,2.0,16.0,3.0,2.0
7.0,1.0,13.0,5.0,2.0
7.0,1.0,18.0,9.0,3.0
5.0,3.0,0.0,16.0,0.0
8.0,3.0,5.0,24.0,1.0
8.0,4.0,37.0,10.0,6.0
27.0,3.0,233.0,20.0,8.0
47.0,12.0,333.0,50.0,16.0
22.0,8.0,121.0,33.0,14.0
6.0,4.0,17.0,12.0,5.0
15.0,3.0,63.0,19.0,10.0
20.0,3.0,68.0,27.0,10.0
6.0,2.0,7.0,11.0,2.0
6.0,3.0,8.0,11.0,2.0
14.0,6.0,68.0,19.0,7.0
23.0,4.0,115.0,30.0,9.0
6.0,7.0,4.0,14.0,8.0
5.0,2.0,11.0,9.0,3.0
8.0,2.0,9.0,14.0,6.0
5.0,2.0,2.0,10.0,3.0
12.0,6.0,33.0,11.0,10.0
6.0,3.0,8.0,5.0,7.0
8.0,4.0,28.0,14.0,7.0
7.0,2.0,37.0,34.0,2.0
7.0,2.0,11.0,27.0,1.0
8.0,2.0,28.0,15.0,0.0
36.0,10.0,49.0,35.0,9.0
5.0,2.0,18.0,18.0,1.0
8.0,1.0,18.0,21.0,0.0
19.0,1.0,217.0,21.0,2.0
45.0,12.0,239.0,50.0,13.0
18.0,9.0,54.0,32.0,12.0
9.0,2.0,26.0,10.0,2.0
8.0,5.0,29.0,13.0,1.0
14.0,3.0,21.0,13.0,7.0
7.0,2.0,28.0,9.0,6.0
10.0,0.0,36.0,14.0,7.0
13.0,3.0,37.0,30.0,8.0
18.0,4.0,64.0,35.0,4.0
5.0,3.0,45.0,20.0,2.0
13.0,5.0,37.0,15.0,5.0
10.0,3.0,21.0,13.0,10.0
19.0,5.0,36.0,20.0,14.0
7.0,1.0,16.0,6.0,5.0
7.0,2.0,18.0,9.0,3.0
22.0,6.0,50.0,28.0,9.0
14.0,4.0,61.0,35.0,6.0
14.0,5.0,59.0,15.0,15.0
26.0,4.0,62.0,22.0,21.0
17.0,6.0,107.0,24.0,22.0
28.0,9.0,177.0,30.0,25.0
6.0,5.0,52.0,11.0,6.0
7.0,2.0,9.0,23.0,2.0
9.0,3.0,42.0,21.0,1.0
38.0,10.0,76.0,51.0,10.0
15.0,5.0,30.0,34.0,3.0
5.0,1.0,5.0,8.0,0.0
8.0,1.0,5.0,11.0,0.0
6.0,1.0,36.0,15.0,1.0
42.0,5.0,157.0,69.0,7.0
27.0,5.0,124.0,54.0,6.0
11.0,4.0,24.0,6.0,6.0
9.0,3.0,22.0,11.0,3.0
6.0,3.0,23.0,11.0,2.0
19.0,3.0,19.0,16.0,4.0
5.0,2.0,18.0,6.0,0.0
5.0,2.0,13.0,8.0,1.0
24.0,4.0,75.0,14.0,12.0
33.0,6.0,93.0,36.0,15.0
5.0,2.0,13.0,16.0,1.0
5.0,1.0,19.0,18.0,5.0
5.0,1.0,48.0,28.0,6.0
58.0,13.0,236.0,89.0,24.0
54.0,12.0,186.0,80.0,14.0
25.0,2.0,74.0,30.0,6.0
6.0,1.0,13.0,11.0,4.0
12.0,4.0,33.0,7.0,2.0
9.0,5.0,33.0,20.0,14.0
34.0,6.0,119.0,41.0,33.0
34.0,4.0,92.0,23.0,26.0
5.0,2.0,2.0,5.0,3.0
5.0,1.0,23.0,15.0,2.0
10.0,0.0,34.0,10.0,1.0
10.0,2.0,36.0,8.0,2.0
24.0,6.0,51.0,17.0,15.0
27.0,7.0,80.0,24.0,14.0
6.0,4.0,48.0,14.0,10.0
13.0,6.0,50.0,15.0,10.0
23.0,3.0,37.0,24.0,19.0
12.0,6.0,35.0,9.0,3.0
13.0,6.0,28.0,6.0,7.0
31.0,7.0,124.0,42.0,5.0
24.0,10.0,115.0,51.0,6.0
8.0,3.0,5.0,7.0,5.0
5.0,0.0,2.0,2.0,3.0
5.0,2.0,3.0,10.0,4.0
10.0,1.0,28.0,12.0,2.0
29.0,7.0,81.0,18.0,19.0
23.0,3.0,66.0,19.0,13.0
7.0,1.0,14.0,7.0,2.0
9.0,2.0,14.0,13.0,4.0
26.0,3.0,92.0,23.0,7.0
47.0,9.0,148.0,32.0,9.0
24.0,7.0,42.0,19.0,5.0
9.0,5.0,11.0,12.0,2.0
10.0,1.0,37.0,9.0,5.0
22.0,5.0,69.0,15.0,3.0
11.0,3.0,56.0,17.0,5.0
12.0,3.0,57.0,13.0,3.0
13.0,7.0,129.0,29.0,9.0
63.0,19.0,356.0,84.0,42.0
65.0,16.0,298.0,83.0,40.0
26.0,6.0,104.0,48.0,12.0
14.0,4.0,18.0,29.0,11.0
11.0,6.0,37.0,41.0,12.0
35.0,3.0,109.0,30.0,27.0
46.0,6.0,92.0,38.0,31.0
10.0,1.0,28.0,4.0,8.0
24.0,5.0,73.0,33.0,25.0
33.0,12.0,129.0,39.0,24.0
8.0,7.0,63.0,22.0,7.0
7.0,1.0,34.0,12.0,6.0
6.0,0.0,7.0,5.0,2.0
6.0,0.0,6.0,5.0,3.0
7.0,3.0,34.0,21.0,0.0
21.0,7.0,80.0,75.0,6.0
12.0,6.0,43.0,66.0,4.0
5.0,2.0,12.0,10.0,1.0
6.0,3.0,3.0,8.0,2.0
6.0,0.0,1.0,1.0,1.0
7.0,1.0,5.0,9.0,1.0
9.0,1.0,12.0,9.0,3.0
9.0,1.0,27.0,4.0,10.0
17.0,3.0,35.0,18.0,9.0
27.0,1.0,33.0,16.0,9.0
10.0,1.0,9.0,8.0,2.0
7.0,1.0,1.0,7.0,1.0
33.0,4.0,125.0,22.0,6.0
49.0,7.0,186.0,32.0,7.0
18.0,6.0,39.0,20.0,5.0
15.0,2.0,27.0,14.0,2.0
11.0,5.0,26.0,6.0,2.0
12.0,4.0,37.0,17.0,3.0
27.0,7.0,72.0,28.0,4.0
5.0,1.0,13.0,24.0,5.0
20.0,6.0,70.0,43.0,13.0
17.0,4.0,80.0,51.0,8.0
21.0,8.0,105.0,54.0,17.0
11.0,6.0,71.0,32.0,9.0
6.0,5.0,29.0,25.0,6.0
6.0,3.0,11.0,27.0,12.0
11.0,5.0,34.0,40.0,13.0
10.0,4.0,33.0,22.0,5.0
12.0,3.0,37.0,21.0,4.0
14.0,5.0,30.0,21.0,10.0
8.0,5.0,23.0,13.0,11.0
9.0,2.0,35.0,9.0,4.0
5.0,0.0,27.0,10.0,1.0
6.0,2.0,26.0,18.0,7.0
5.0,4.0,42.0,19.0,8.0
15.0,4.0,45.0,19.0,10.0
11.0,6.0,40.0,20.0,10.0
26.0,9.0,82.0,33.0,20.0
46.0,9.0,169.0,45.0,28.0
20.0,2.0,83.0,29.0,16.0
9.0,3.0,37.0,14.0,10.0
6.0,4.0,16.0,9.0,8.0
14.0,3.0,12.0,12.0,6.0
12.0,3.0,11.0,10.0,5.0
7.0,4.0,8.0,8.0,4.0
9.0,9.0,48.0,8.0,2.0
23.0,14.0,148.0,31.0,9.0
15.0,4.0,107.0,43.0,5.0
27.0,10.0,135.0,63.0,7.0
40.0,13.0,197.0,161.0,12.0
14.0,7.0,96.0,71.0,2.0
10.0,3.0,27.0,35.0,3.0
7.0,2.0,2.0,11.0,2.0
16.0,5.0,17.0,12.0,5.0
23.0,3.0,21.0,18.0,11.0
9.0,2.0,15.0,8.0,4.0
11.0,1.0,13.0,6.0,3.0
10.0,2.0,22.0,11.0,1.0
34.0,5.0,73.0,29.0,4.0
55.0,14.0,165.0,47.0,11.0
47.0,8.0,114.0,30.0,7.0
16.0,4.0,43.0,13.0,1.0
5.0,3.0,12.0,8.0,5.0
5.0,2.0,15.0,12.0,8.0
16.0,6.0,38.0,42.0,10.0
10.0,1.0,47.0,37.0,8.0
16.0,1.0,63.0,31.0,6.0
10.0,1.0,20.0,18.0,1.0
5.0,1.0,5.0,8.0,1.0
6.0,3.0,10.0,14.0,3.0
6.0,2.0,24.0,21.0,7.0
10.0,4.0,7.0,5.0,1.0
11.0,2.0,8.0,8.0,1.0
9.0,3.0,29.0,11.0,1.0
17.0,6.0,62.0,24.0,5.0
35.0,7.0,67.0,28.0,8.0
37.0,9.0,89.0,31.0,6.0
7.0,3.0,34.0,16.0,5.0
17.0,6.0,60.0,29.0,31.0
11.0,8.0,53.0,28.0,30.0
15.0,8.0,48.0,30.0,17.0
5.0,7.0,25.0,23.0,7.0
7.0,9.0,45.0,19.0,8.0
28.0,6.0,119.0,40.0,20.0
15.0,3.0,57.0,25.0,7.0
7.0,4.0,26.0,13.0,8.0
6.0,4.0,20.0,9.0,9.0
7.0,4.0,6.0,10.0,2.0
7.0,0.0,26.0,14.0,8.0
6.0,2.0,12.0,8.0,1.0
7.0,3.0,16.0,9.0,4.0
11.0,4.0,29.0,13.0,3.0
41.0,13.0,158.0,57.0,16.0
24.0,8.0,100.0,54.0,9.0
8.0,1.0,74.0,32.0,1.0
27.0,5.0,125.0,94.0,8.0
10.0,7.0,80.0,62.0,1.0
7.0,1.0,6.0,20.0,2.0
5.0,1.0,4.0,16.0,2.0
7.0,4.0,15.0,9.0,7.0
7.0,2.0,26.0,5.0,4.0
14.0,3.0,32.0,18.0,3.0
30.0,4.0,74.0,34.0,3.0
82.0,11.0,265.0,86.0,13.0
114.0,18.0,370.0,81.0,21.0
68.0,10.0,171.0,44.0,15.0
31.0,6.0,84.0,36.0,8.0
6.0,4.0,26.0,16.0,3.0
5.0,4.0,17.0,16.0,12.0
7.0,3.0,17.0,12.0,11.0
7.0,1.0,27.0,15.0,1.0
14.0,7.0,92.0,32.0,6.0
16.0,3.0,80.0,25.0,19.0
24.0,1.0,78.0,30.0,18.0
18.0,6.0,55.0,33.0,5.0
9.0,7.0,28.0,15.0,7.0
11.0,3.0,9.0,8.0,1.0
11.0,4.0,19.0,17.0,6.0
14.0,3.0,43.0,19.0,10.0
6.0,2.0,39.0,12.0,8.0
19.0,7.0,115.0,37.0,10.0
64.0,13.0,212.0,51.0,21.0
96.0,12.0,164.0,43.0,21.0
32.0,6.0,77.0,24.0,8.0
12.0,1.0,48.0,18.0,1.0
5.0,10.0,32.0,16.0,7.0
17.0,4.0,36.0,13.0,6.0
25.0,6.0,62.0,18.0,26.0
10.0,6.0,22.0,20.0,16.0
13.0,9.0,38.0,20.0,20.0
15.0,8.0,37.0,19.0,13.0
13.0,6.0,42.0,14.0,9.0
10.0,4.0,20.0,13.0,3.0
16.0,6.0,26.0,22.0,9.0
20.0,3.0,59.0,39.0,18.0
15.0,2.0,42.0,27.0,13.0
7.0,1.0,28.0,16.0,7.0
11.0,5.0,24.0,27.0,11.0
11.0,6.0,31.0,34.0,7.0
5.0,1.0,4.0,11.0,1.0
10.0,1.0,39.0,37.0,4.0
24.0,4.0,74.0,48.0,4.0
13.0,3.0,35.0,23.0,0.0
7.0,1.0,36.0,9.0,1.0
7.0,3.0,23.0,15.0,5.0
17.0,7.0,45.0,28.0,12.0
26.0,5.0,81.0,66.0,8.0
90.0,18.0,262.0,136.0,33.0
145.0,45.0,545.0,174.0,52.0
89.0,21.0,393.0,126.0,24.0
50.0,8.0,200.0,90.0,24.0
24.0,3.0,71.0,42.0,15.0
22.0,54.0,77.0,50.0,18.0
15.0,6.0,51.0,30.0,9.0
5.0,3.0,20.0,10.0,5.0
22.0,6.0,122.0,49.0,13.0
38.0,10.0,209.0,60.0,27.0
27.0,6.0,126.0,37.0,18.0
18.0,1.0,68.0,35.0,7.0
6.0,1.0,41.0,21.0,3.0
6.0,2.0,37.0,19.0,2.0
5.0,0.0,8.0,12.0,3.0
5.0,4.0,19.0,6.0,7.0
7.0,4.0,42.0,20.0,6.0
26.0,5.0,141.0,38.0,17.0
66.0,17.0,301.0,55.0,28.0
108.0,22.0,322.0,68.0,35.0
61.0,8.0,195.0,40.0,25.0
41.0,5.0,161.0,48.0,13.0
13.0,7.0,118.0,35.0,14.0
11.0,11.0,66.0,24.0,14.0
5.0,4.0,26.0,9.0,7.0
12.0,6.0,35.0,23.0,17.0
17.0,8.0,47.0,28.0,18.0
7.0,6.0,19.0,15.0,11.0
11.0,6.0,29.0,16.0,10.0
17.0,10.0,31.0,27.0,18.0
8.0,1.0,9.0,20.0,4.0
10.0,2.0,30.0,22.0,7.0
20.0,3.0,55.0,23.0,12.0
26.0,5.0,70.0,34.0,19.0
6.0,5.0,27.0,18.0,10.0
11.0,6.0,22.0,25.0,2.0
22.0,11.0,55.0,51.0,2.0
7.0,5.0,25.0,25.0,0.0
5.0,1.0,9.0,2.0,0.0
12.0,6.0,85.0,58.0,2.0
49.0,20.0,229.0,136.0,18.0
54.0,21.0,223.0,98.0,15.0
27.0,16.0,168.0,59.0,7.0
8.0,2.0,32.0,14.0,1.0
6.0,5.0,21.0,8.0,6.0
8.0,5.0,107.0,19.0,6.0
25.0,6.0,216.0,31.0,13.0
26.0,7.0,89.0,31.0,9.0
49.0,14.0,193.0,72.0,14.0
58.0,27.0,333.0,128.0,28.0
73.0,36.0,422.0,117.0,22.0
64.0,16.0,218.0,48.0,21.0
21.0,52.0,73.0,35.0,8.0
16.0,51.0,70.0,34.0,8.0
26.0,2.0,90.0,36.0,17.0
29.0,8.0,101.0,38.0,19.0
11.0,3.0,36.0,21.0,7.0
10.0,2.0,47.0,14.0,1.0
5.0,3.0,60.0,32.0,1.0
6.0,4.0,47.0,97.0,3.0
5.0,2.0,11.0,11.0,2.0
13.0,5.0,36.0,27.0,4.0
9.0,4.0,20.0,9.0,2.0
11.0,4.0,26.0,14.0,3.0
5.0,5.0,11.0,10.0,1.0
6.0,8.0,33.0,18.0,3.0
28.0,9.0,145.0,35.0,23.0
42.0,15.0,264.0,58.0,31.0
62.0,22.0,453.0,84.0,22.0
62.0,15.0,360.0,80.0,28.0
21.0,12.0,167.0,53.0,15.0
16.0,10.0,61.0,30.0,14.0
6.0,4.0,30.0,21.0,8.0
6.0,3.0,14.0,8.0,6.0
5.0,4.0,25.0,2.0,10.0
11.0,2.0,39.0,16.0,9.0
6.0,3.0,27.0,9.0,4.0
13.0,10.0,76.0,26.0,6.0
6.0,7.0,55.0,22.0,1.0
16.0,9.0,25.0,34.0,2.0
5.0,1.0,0.0,3.0,1.0
5.0,1.0,0.0,3.0,1.0
7.0,1.0,4.0,8.0,3.0
7.0,1.0,4.0,8.0,3.0
9.0,2.0,15.0,28.0,3.0
22.0,6.0,122.0,62.0,8.0
45.0,12.0,204.0,74.0,12.0
63.0,22.0,195.0,77.0,14.0
47.0,20.0,188.0,74.0,10.0
10.0,3.0,31.0,39.0,4.0
6.0,2.0,14.0,8.0,3.0
6.0,1.0,16.0,9.0,3.0
6.0,5.0,28.0,7.0,10.0
25.0,6.0,183.0,29.0,14.0
23.0,7.0,222.0,32.0,14.0
8.0,4.0,67.0,17.0,6.0
21.0,4.0,128.0,31.0,7.0
27.0,5.0,133.0,37.0,5.0
42.0,2.0,166.0,42.0,6.0
43.0,3.0,91.0,18.0,11.0
5.0,5.0,33.0,17.0,0.0
18.0,13.0,75.0,34.0,6.0
20.0,19.0,102.0,43.0,8.0
11.0,17.0,88.0,29.0,4.0
32.0,12.0,187.0,55.0,14.0
36.0,14.0,165.0,68.0,26.0
15.0,12.0,93.0,39.0,22.0
10.0,5.0,30.0,23.0,10.0
5.0,6.0,16.0,12.0,5.0
5.0,5.0,69.0,41.0,3.0
12.0,9.0,59.0,35.0,2.0
9.0,8.0,43.0,30.0,0.0
7.0,4.0,30.0,18.0,3.0
11.0,5.0,25.0,19.0,6.0
8.0,7.0,33.0,12.0,3.0
14.0,8.0,75.0,26.0,12.0
19.0,8.0,89.0,30.0,15.0
16.0,7.0,232.0,36.0,9.0
14.0,3.0,174.0,48.0,7.0
11.0,10.0,78.0,30.0,8.0
6.0,6.0,42.0,14.0,8.0
12.0,5.0,23.0,27.0,10.0
17.0,5.0,26.0,19.0,14.0
6.0,3.0,15.0,7.0,6.0
5.0,2.0,5.0,8.0,5.0
5.0,6.0,5.0,6.0,10.0
13.0,6.0,11.0,19.0,13.0
8.0,2.0,8.0,20.0,7.0
8.0,6.0,74.0,17.0,4.0
57.0,31.0,278.0,73.0,15.0
73.0,34.0,363.0,101.0,27.0
17.0,6.0,120.0,45.0,2.0
5.0,3.0,3.0,19.0,1.0
6.0,0.0,2.0,5.0,2.0
5.0,2.0,2.0,2.0,0.0
16.0,5.0,60.0,23.0,5.0
9.0,4.0,31.0,19.0,5.0
11.0,5.0,10.0,22.0,9.0
5.0,1.0,8.0,4.0,8.0
11.0,1.0,66.0,13.0,2.0
8.0,2.0,57.0,13.0,2.0
7.0,2.0,29.0,9.0,2.0
9.0,4.0,49.0,17.0,3.0
8.0,7.0,31.0,25.0,3.0
10.0,3.0,29.0,9.0,0.0
10.0,3.0,65.0,15.0,8.0
14.0,5.0,125.0,28.0,14.0
9.0,2.0,44.0,18.0,10.0
24.0,9.0,98.0,40.0,7.0
38.0,26.0,233.0,83.0,12.0
65.0,34.0,432.0,136.0,17.0
114.0,34.0,566.0,202.0,48.0
82.0,37.0,457.0,384.0,34.0
68.0,25.0,349.0,161.0,38.0
35.0,15.0,220.0,116.0,22.0
9.0,8.0,56.0,43.0,6.0
12.0,7.0,57.0,31.0,4.0
6.0,6.0,34.0,24.0,0.0
9.0,3.0,53.0,37.0,2.0
19.0,5.0,50.0,19.0,5.0
6.0,3.0,30.0,19.0,2.0
5.0,7.0,34.0,19.0,1.0
14.0,12.0,50.0,32.0,7.0
13.0,10.0,42.0,29.0,10.0
9.0,6.0,26.0,19.0,10.0
